search_term|displayLink|snippet|link|title|number
Anthony Jack+Harvard|scholar.harvard.edu|Anthony (Tony) Jack is a Junior Fellow at the Harvard Society of Fellows and an Assistant Professor of Education at the Harvard Graduate School of Education.|https://scholar.harvard.edu/anthonyjack/biocv|Introductions are in order  Anthony Abraham Jack|6
Anthony Jack+Harvard|www.chronicle.com|Feb 15, 2019 ... Last week, Anthony Abraham Jack was at the American Academy of Arts ... like the one where he teaches, Harvard, fail low-income students.|https://www.chronicle.com/article/Can-This-Man-Change-How-Elite/245714|Can This Man Change How Elite Colleges Treat Low-Income ...|7
Anthony Jack+Harvard|twitter.com|The latest Tweets from Anthony Abraham Jack (@tony_jack). Award winning sociologist and author of The Privileged Poor. Novice knitter. Aspiring chef. Harvard ...|https://twitter.com/tony_jack?lang=en|Anthony Abraham Jack (@tony_jack)  Twitter|8
Anthony Jack+Harvard|www.hup.harvard.edu|Mar 1, 2019 ... Anthony Jack reveals how -- and why -- admission to elite schools does not mean acceptance for disadvantaged students, and he explains ...|https://www.hup.harvard.edu/catalog.php?isbn=9780674976894|The Privileged Poor — Anthony Abraham Jack  Harvard University ...|9
Anthony Jack+Harvard|www.harvardaed.org|Jun 6, 2016 ... ... Colleges Open New Door to Low-Income Youths,” which featured a then graduating Amherst College senior named Anthony Abraham Jack.|http://www.harvardaed.org/new-blog/2016/6/6/anthony-jack-a-new-voice-for-diversity-in-higher-ed|Anthony Jack: A New Voice for Diversity in Higher Ed — Harvard ...|10
Barbara Schneider+Michigan State|www.education.msu.edu|Barbara Schneider is the John A. Hannah University Distinguished Professor in the College of Education and the Department of Sociology. She uses a ...|http://www.education.msu.edu/search/Formview.aspx?email=bschneid%40msu.edu|Barbara Schneider - College of Education - Michigan State University|1
Barbara Schneider+Michigan State|scholar.google.com|Barbara Schneider. Michigan State University. Verified email at msu.edu - ... DJ Shernoff, M Csikszentmihalyi, B Schneider, ES Shernoff. Applications of flow in ...|http://scholar.google.com/citations?user=TlqrWEMAAAAJ&hl=en|Barbara Schneider - Google Scholar Citations|2
Barbara Schneider+Michigan State|sociology.msu.edu|Barbara Schneider is the John A. Hannah Chair University Distinguished Professor in the College of Education and Department of Sociology at Michigan State ...|https://sociology.msu.edu/directory/schneider-barbara.html|Barbara Schneider  Department of Sociology  Michigan State ...|3
Barbara Schneider+Michigan State|education.msu.edu|Barbara Schneider. John A. Hannah Chair, Michigan State University, 516 Erickson Hall, E. Lansing, MI 48824. June 2018. 1. EDUCATION. 1979. Ph.D.|http://education.msu.edu/faculty/schneider/schneider-barbara-cv.pdf|BARBARA SCHNEIDER|4
Barbara Schneider+Michigan State|research.msu.edu|Wednesday, November 8, 2017. Barbara Schneider. Michigan State University will use a $1.3 million grant from the National Science Foundation to help more ...|https://research.msu.edu/tag/barbara-schneider/|Barbara Schneider  Research at Michigan State University|5
Barbara Schneider+Michigan State|msutoday.msu.edu|Dec 13, 2017 ... The area that I'm the most interested in is really issues related to engagement. How can we best reform education, particularly in schools, ...|https://msutoday.msu.edu/360/2017/barbara-schneider-international-honor/|Barbara Schneider: International honor  MSUToday  Michigan ...|6
Barbara Schneider+Michigan State|www.pbs.org|Barbara Schneider of the Department of Counseling, Educational Psychology and ... The title is conferred on selected MSU faculty members to recognize ...|https://www.pbs.org/video/msu-video-barbara-schneider-university-distinguished-professor/|Barbara Schneider - University Distinguished Professor  MSU Video ...|7
Barbara Schneider+Michigan State|socialscience.msu.edu|Jan 15, 2020 ... Dr. Barbara Schneider's latest book shows engaged learning works ... more engaged in class, research from Michigan State University shows.|https://socialscience.msu.edu/news-events/news/2020-01-15.html|Dr. Barbara Schneider's latest book shows engaged learning works ...|8
Barbara Schneider+Michigan State|www.norc.org|Hannah Chair and University Distinguished Professor in the College of Education and Department of Sociology at Michigan State University. Schneider is the ...|https://www.norc.org/Experts/Pages/barbara-schneider.aspx|Barbara Schneider  NORC.org|9
Barbara Schneider+Michigan State|edwp.educ.msu.edu|Jun 26, 2019 ... A new volume edited by Barbara Schneider, renowned sociologist and education scholar at Michigan State University, concentrates on ...|https://edwp.educ.msu.edu/news/2019/schneider-edits-handbook-on-sociology-of-education/|Schneider edits handbook on sociology of education – News|10
Benjamin L. Castleman+U. Virginia|curry.virginia.edu|Ben Castleman is the Newton and Rita Meyers Associate Professor in the Economics of Education at the University of Virginia, and the Founder and Director of ...|https://curry.virginia.edu/benjamin-l-castleman|Benjamin L. Castleman  Curry School of Education and Human ...|1
Benjamin L. Castleman+U. Virginia|batten.virginia.edu|Ben Castleman is an Associate Professor of Education and Public Policy at the University of Virginia. Ben's research focuses on policies to improve college ...|https://batten.virginia.edu/people/benjamin-castleman|Benjamin Castleman - Frank Batten School - University of Virginia|2
Benjamin L. Castleman+U. Virginia|onlinelibrary.wiley.com|Jan 28, 2014 ... Benjamin L. Castleman. University of Virginia. Search for more papers by this author · Lindsay C. Page. University of Pittsburgh School of ...|https://onlinelibrary.wiley.com/doi/abs/10.1002/yd.20079|The not‐so‐lazy days of summer: Experimental interventions to ...|3
Benjamin L. Castleman+U. Virginia|www.researchgate.net|Benjamin L. Castleman's 20 research works with 433 citations and 1725 reads, including: Customized Nudging to Improve FAFSA Completion and Income ...|https://www.researchgate.net/scientific-contributions/2043055862_Benjamin_L_Castleman|Benjamin L. Castleman's research works  University of Virginia, VA ...|4
Benjamin L. Castleman+U. Virginia|www.nber.org|Benjamin L. Castleman. University of Virginia Curry School of Education 405 Emmett Street South P.O. Box 400277. Charlottesville, VA 22902. Tel: 434-243- ...|https://www.nber.org/people/benjamin_castleman|Benjamin L. Castleman|5
Benjamin L. Castleman+U. Virginia|ir.library.louisville.edu|Authors. Benjamin L. Castleman, University of Virginia - Main campusFollow · Katharine E. Meyer, University of Virginia - Main CampusFollow · Zachary Sullivan ...|https://ir.library.louisville.edu/jsfa/vol47/iss3/2/|Nudging Students Beyond the FAFSA by Benjamin L. Castleman ...|6
Benjamin L. Castleman+U. Virginia|www.amazon.com|Ben Castleman is an Assistant Professor of Education and Public Policy at the University of Virginia and is the Faculty Director of the University of Virginia-US Army ...|https://www.amazon.com/Benjamin-L.-Castleman/e/B00L4YTXH2%3Fref=dbs_a_mng_rwt_scns_share|Benjamin L. Castleman|7
Benjamin L. Castleman+U. Virginia|evolllution.com|Castleman  Assistant Professor of Education and Public Policy, University of Virginia. Current Position and Past Experience Benjamin L. Castleman is an assistant ...|https://evolllution.com/author/benjamin-castleman/|Posts by Benjamin L. Castleman  Assistant Professor of Education ...|8
Benjamin L. Castleman+U. Virginia|ideas.repec.org|Kelli Bird. (kb7ud@virginia.edu) (University of Virginia). Benjamin L. Castleman. (castleman@virginia.edu) (University of Virginia). Registered: · Ben Castleman ...|https://ideas.repec.org/a/spr/reihed/v57y2016i4d10.1007_s11162-015-9390-y.html|Here Today, Gone Tomorrow? Investigating Rates and Patterns of ...|9
Benjamin L. Castleman+U. Virginia|www.educationnext.org|Ben Castleman is an Assistant Professor of Education and Public Policy at the University of Virginia and is the Faculty Director of the University of Virginia-US ...|https://www.educationnext.org/author/bcastleman/|Benjamin L. Castleman - Education Next : Education NextBenjamin ...|10
Brian A. Jacob+U. Michigan|fordschool.umich.edu|Brian A. Jacob is the Walter H. Annenberg Professor of Education Policy and professor of economics at the Ford School, and is co-director of the Youth Policy ...|http://fordschool.umich.edu/faculty/brian-jacob|Brian Jacob - Gerald R. Ford School - University of Michigan|1
Brian A. Jacob+U. Michigan|www.brian-jacob.com|Brian A. Jacob Walter H. Annenberg Professor of Education Policy Professor of Economics Gerald R. Ford School ​of Public Policy University of Michigan|http://www.brian-jacob.com/|BRIAN A. JACOB - Home|2
Brian A. Jacob+U. Michigan|www.brookings.edu|Brian A. Jacob is the Walter H. Annenberg Professor of Education Policy, a Professor of Economics, and a Professor of Education at the University of Michigan ...|https://www.brookings.edu/author/brian-a-jacob/|Brian A. Jacob|3
Brian A. Jacob+U. Michigan|www.nber.org|Brian Jacob. Gerald R. Ford School of Public Policy University of Michigan 735 South State Street Ann Arbor, MI 48109. Tel: 734-615-6994. Fax: NA. E-Mail: ...|https://www.nber.org/people/brian_jacob|Brian Jacob|4
Brian A. Jacob+U. Michigan|soe.umich.edu|Brian Jacob is the Walter H. Annenberg Professor of Education Policy, professor of economics, and director of the Center on Local, State, and Urban Policy ...|https://soe.umich.edu/directory/faculty-staff/brian-jacob|Brian Jacob  University of Michigan School of Education|5
Brian A. Jacob+U. Michigan|en.wikipedia.org|Brian Aaron Jacob is an American economist and a professor of public policy, economics and education at the Gerald R. Ford School of Public Policy of the University of Michigan.|https://en.wikipedia.org/wiki/Brian_Jacob|Brian Jacob - Wikipedia|6
Brian A. Jacob+U. Michigan|poverty.umich.edu|Brian Jacob. Walter H. Annenberg Professor of Education Policy, Professor of Economics Gerald R. Ford School ​of ...|https://poverty.umich.edu/expert/brian-jacob/|Brian Jacob - Poverty Solutions - University of Michigan|7
Brian A. Jacob+U. Michigan|www.economist.com|Apr 2, 2010 ... Today we talk with Brian Jacob, a professor of education policy and economics at the University of Michigan's Gerald Ford School of Public ...|https://www.economist.com/democracy-in-america/2010/04/02/seven-questions-for-brian-jacob|Teachers - Seven questions for Brian Jacob  Democracy in America ...|8
Brian A. Jacob+U. Michigan|www.researchgate.net|Brian A. Jacob's 72 research works with 5237 citations and 7890 reads, including: The Causes and Consequences of Test Score Manipulation: Evidence from ...|https://www.researchgate.net/scientific-contributions/9775660_Brian_A_Jacob|Brian A. Jacob's research works  University of Michigan, Ann Arbor ...|9
Brian A. Jacob+U. Michigan|www.hamiltonproject.org|Brian A. Jacob is the Walter H. Annenberg Professor of Education Policy and ... Gerald R. Ford School of Public Policy at the University of Michigan, where he ...|https://www.hamiltonproject.org/people/brian_a._jacob|Brian A. Jacob  The Hamilton Project|10
Bridget Terry Long+Harvard|www.gse.harvard.edu|Dr. Bridget Terry Long, Ph.D. is Dean and Saris Professor of Education and Economics at the Harvard Graduate School of Education. A member of the HGSE ...|https://www.gse.harvard.edu/faculty/bridget-terry-long|Bridget Terry Long  Harvard Graduate School of Education|1
Bridget Terry Long+Harvard|news.harvard.edu|May 2, 2018 ... Bridget Terry Long, A.M. '97, Ph.D. '00, a leading economist and internationally recognized scholar on the economics of higher education, will ...|https://news.harvard.edu/gazette/story/2018/05/bridget-terry-long-named-dean-of-harvard-ed-school/|Bridget Terry Long named dean of Harvard Ed School – Harvard ...|2
Bridget Terry Long+Harvard|scholar.harvard.edu|Dr. Bridget Terry Long, Ph.D. is the Dean and Saris Professor of Education and Economics at the Harvard Graduate School of Education. Long is a Research ...|https://scholar.harvard.edu/btl/home|Bridget Terry Long, Ph.D. - Scholars at Harvard - Harvard University|3
Bridget Terry Long+Harvard|en.wikipedia.org|Bridget Terry Long (born July 18, 1973) is the 12th Dean of the Harvard Graduate School of Education, and the Saris Professor of Education and Economics.|https://en.wikipedia.org/wiki/Bridget_Terry_Long|Bridget Terry Long - Wikipedia|4
Bridget Terry Long+Harvard|scholar.harvard.edu|D. Harvard Graduate School of Education bridget_long@gse.harvard.edu / www.bridgetterrylong.com ...|https://scholar.harvard.edu/btl/cv|CV  Bridget Terry Long, Ph.D. - Scholars at Harvard|5
Bridget Terry Long+Harvard|www.thecrimson.com|May 3, 2018 ... Bridget Terry Long, a Harvard Graduate School of Education professor and economist, will become the school's next dean, University President ...|https://www.thecrimson.com/article/2018/5/3/ed-school-dean-long/|Long Named Ed School Dean, Will Be First Black Woman to Lead ...|6
Bridget Terry Long+Harvard|www.youtube.com|May 2, 2018 ... Bridget Terry Long, AM '97 Ph.D. '00, a leading economist and internationally recognized scholar on the economics of higher education, will ...|https://www.youtube.com/watch?v=H4KFuRPO6fo|Bridget Terry Long is the new Dean of Harvard Graduate School of ...|7
Bridget Terry Long+Harvard|twitter.com|HGSE faculty, staff, and students: please refer to http://gse.harvard.edu/coronavirus for the latest. Proud of this community and grateful for kindness, empathy, and ...|https://twitter.com/bterrylong?lang=en|Dean Bridget Long (@bterrylong)  Twitter|8
Bridget Terry Long+Harvard|www.youtube.com|Mar 6, 2019 ... Bridget Terry Long, Dean of the Harvard Graduate School of Education, introduces Anthony Abraham Jack. Tony Jack is the author of The ...|https://www.youtube.com/watch?v=3Mi0pZILPpE|Introduction by Bridget Terry Long - The Privileged Poor - YouTube|9
Bridget Terry Long+Harvard|scholar.google.com|Follow. Bridget Terry Long. Harvard University. Verified email at gse.harvard.edu - Homepage ... EP Bettinger, BT Long, P Oreopoulos, L Sanbonmatsu.|http://scholar.google.com/citations?user=pWvWF7cAAAAJ&hl=en|Bridget Terry Long - Google Scholar Citations|10
